TimeGenerated,UserPrincipalName,IPAddress,Location,Country,ResultType,ResultDescription,AppDisplayName,DeviceDetail,RiskLevel,ClientApp
2026-07-24T11:45:00Z,omar@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T11:46:00Z,david@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T11:51:00Z,priya@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T11:54:00Z,alice@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:03:00Z,carol@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:08:00Z,alice@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:10:00Z,david@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:11:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:12:00Z,carol@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:15:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:16:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:24:00Z,omar@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:25:00Z,carol@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:25:00Z,omar@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:26:00Z,emma@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:28:00Z,omar@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:28:00Z,priya@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:32:00Z,carol@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:33:00Z,ben@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:34:00Z,emma@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:39:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:41:00Z,alice@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:50:00Z,david@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:50:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:51:00Z,david@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:55:00Z,priya@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:59:00Z,carol@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T12:59:00Z,ben@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:03:00Z,david@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:05:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:09:00Z,emma@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:15:00Z,carol@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:23:00Z,david@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:30:00Z,carol@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:32:00Z,emma@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:32:00Z,ben@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:32:00Z,carol@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:32:00Z,david@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:32:00Z,david@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:44:00Z,emma@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:45:00Z,alice@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:52:00Z,priya@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:55:00Z,carol@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:55:00Z,daniel@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T13:56:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:01:00Z,carol@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:07:00Z,carol@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:11:00Z,omar@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:12:00Z,omar@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:15:00Z,carol@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:16:00Z,priya@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:23:00Z,priya@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:29:00Z,alice@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:32:00Z,carol@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:33:00Z,omar@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:38:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:38:00Z,daniel@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:55:00Z,emma@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:56:00Z,carol@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T14:56:00Z,ben@cloudora.example,81.2.69.11,London,United Kingdom,50126,Invalid username or password,Microsoft 365,Windows 11,low,Browser
2026-07-24T14:57:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:07:00Z,omar@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:08:00Z,alice@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:12:00Z,david@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:14:00Z,alice@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:17:00Z,david@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:18:00Z,david@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:18:00Z,priya@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:20:00Z,emma@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:21:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:23:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:23:00Z,david@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:24:00Z,emma@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:26:00Z,alice@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:29:00Z,carol@cloudora.example,81.2.69.10,London,United Kingdom,50126,Invalid username or password,Microsoft 365,Windows 11,low,Browser
2026-07-24T15:29:00Z,david@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:34:00Z,daniel@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:34:00Z,david@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:34:00Z,alice@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:35:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:40:00Z,emma@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:41:00Z,ben@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T15:51:00Z,omar@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:04:00Z,alice@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:08:00Z,omar@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:11:00Z,ben@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:14:00Z,emma@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:15:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:19:00Z,emma@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:19:00Z,david@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:21:00Z,david@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:21:00Z,ben@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:22:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:23:00Z,alice@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:26:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:26:00Z,ben@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:30:00Z,emma@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:30:00Z,emma@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:30:00Z,emma@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:34:00Z,ben@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:37:00Z,ben@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:47:00Z,daniel@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:47:00Z,david@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:52:00Z,priya@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T16:57:00Z,david@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:01:00Z,ben@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:07:00Z,emma@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:11:00Z,alice@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:11:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:12:00Z,priya@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:17:00Z,omar@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:18:00Z,priya@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:19:00Z,ben@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:21:00Z,priya@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:22:00Z,alice@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:28:00Z,omar@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:29:00Z,daniel@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:34:00Z,ben@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:35:00Z,ben@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:39:00Z,david@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:40:00Z,priya@cloudora.example,103.25.44.21,Bengaluru,India,50126,Invalid username or password,Microsoft 365,Windows 11,low,Browser
2026-07-24T17:42:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:43:00Z,carol@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:49:00Z,emma@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:50:00Z,emma@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:50:00Z,omar@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T17:54:00Z,alice@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-24T18:44:00Z,david@cloudora.example,81.2.69.12,London,United Kingdom,50126,Invalid username or password,Microsoft 365,Windows 11,low,Browser
2026-07-25T01:02:00Z,user15@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:11:00Z,user13@cloudora.example,102.89.23.88,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:19:00Z,user2@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:19:00Z,user10@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:25:00Z,omar@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:28:00Z,user6@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:32:00Z,user9@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:39:00Z,daniel@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:53:00Z,user14@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T01:58:00Z,user16@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T02:01:00Z,carol@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T02:19:00Z,david@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T02:46:00Z,user4@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T02:47:00Z,user7@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T02:49:00Z,user3@cloudora.example,102.89.23.88,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T02:54:00Z,emma@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:06:00Z,user1@cloudora.example,102.89.23.88,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:12:00Z,user17@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:15:00Z,alice@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:25:00Z,user11@cloudora.example,102.89.23.88,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:30:00Z,ben@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:41:00Z,user5@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:44:00Z,priya@cloudora.example,102.89.23.88,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:55:00Z,user8@cloudora.example,102.89.23.57,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T03:56:00Z,user12@cloudora.example,102.89.23.41,Lagos,Nigeria,50126,Invalid username or password,Microsoft 365,Unknown,medium,Browser
2026-07-25T07:00:00Z,emma@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:00:00Z,priya@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:06:00Z,daniel@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:13:00Z,emma@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:16:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:16:00Z,emma@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:19:00Z,ben@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:25:00Z,alice@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:33:00Z,emma@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:35:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:35:00Z,carol@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:35:00Z,alice@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:42:00Z,omar@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:47:00Z,alice@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:47:00Z,priya@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:51:00Z,ben@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:53:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:53:00Z,emma@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:53:00Z,alice@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T07:58:00Z,priya@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:00:00Z,omar@cloudora.example,41.73.112.9,Nairobi,Kenya,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:11:00Z,ben@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:25:00Z,priya@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:33:00Z,omar@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:34:00Z,carol@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:38:00Z,ben@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:43:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:45:00Z,emma@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:47:00Z,david@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T08:58:00Z,omar@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:08:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:08:00Z,emma@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:11:00Z,david@cloudora.example,81.2.69.11,London,United Kingdom,50126,Invalid username or password,Microsoft 365,Windows 11,low,Browser
2026-07-25T09:18:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:26:00Z,priya@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:29:00Z,omar@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:32:00Z,ben@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:39:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:40:00Z,carol@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:41:00Z,ben@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T09:56:00Z,priya@cloudora.example,103.25.44.20,Bengaluru,India,50126,Invalid username or password,Microsoft 365,Windows 11,low,Browser
2026-07-25T10:08:00Z,omar@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:12:00Z,daniel@cloudora.example,103.25.44.21,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:13:00Z,ben@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:15:00Z,daniel@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:15:00Z,ben@cloudora.example,103.25.44.20,Bengaluru,India,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:19:00Z,carol@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:21:00Z,carol@cloudora.example,81.2.69.10,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:23:00Z,david@cloudora.example,81.2.69.12,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:25:00Z,david@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
2026-07-25T10:40:00Z,daniel@cloudora.example,81.2.69.11,London,United Kingdom,0,Success,Microsoft 365,Windows 11,none,Browser
